Text_Final;Organisation;Environnement;Communication;Technique
La gentillesse et le dévouement du personnel soignant et de service.;0;0;0;1
efficacité et professionnalisme;0;0;0;1
La prise en charge médicale et l'accueil des médecins;0;1;0;0
la qualité médicale et infirmiere;0;0;1;1
La signalétique du service pas visible;0;0;1;0
la consultation en elle-même, les sages-femmes étaient très impliquées, et le suivi de grossesse très bien pris en charge.;0;0;1;0
Disponibilité des infirmiéres.;0;1;1;0
J'ai été très bien encadrée. Le personnel était très sympathique, j'étais rassurée.;1;0;0;0
Les personeles tres gentille. la chambre propre comme tout autoru dans le parc .;0;0;0;1
après la consultation , il n'est pas mentionné qu'il faut prendre un nouveau ticket pour repasser avec une secrétaire pour reprendre le prochain rendez-vous.;0;0;1;1
Compétence du médecin<LF>Explication du traitement et des effets;1;0;0;0
Professionnalisme, écoute et compétence du médecin consulté;0;0;1;0
attente un peu trop longue;1;1;0;0
Un médecin qui certes, est confronté à des malades ayant des pathologies graves mais qui a un rapport humain très distant et qui a une manière de dire que les causes m'ont amené à consulter lui paraissent futiles très méprisantes. <LF>Je tiens à signaler que lors de ma prise de rendez-vous, j'ai expliqué la raison de cette visite, il était alors temps : soit de me réorienter soit de me propose le seul médecin qui consulte pour ce type de problème.;0;0;0;1
La sortie, trop d attente, pas de place assise en salle d'attente car trop de monde. longue attente pour le taxi.;0;0;1;0
Très satisfaisant;0;0;1;0
beaucoup de professionnalisme<LF>amabilité des personnels médicaux<LF>compétence excellente des médecins;0;0;0;1
Respect des droits du patient et de son intimité. Personnels à l'écoute du patient.;0;0;1;0
rien de negatif;0;1;0;0
le temps d'attente très réduit et l'amabilité du personnel;0;0;1;0
l'accessibilité et la difficulté à se garer;0;0;1;0
Simplicité et attention de l'accueil et de la prise en charge par le personnel de l'hôpital;0;0;1;0
Communication difficile avec les medecins;0;0;0;1
je n'ai aucune remarque négative à formuler .;0;1;1;0
Professionnalisme des personnels;0;0;1;0
"Dans ce service de médecine interne bàtiment Gabriel 3ème étage, seules quelques infirmières et aide-soignantes mais pas toutes m'ont aidée. Il m'a fallu attendre la fin de mon séjour, le 7ème  jour pour avoir droit enfin à  une douche. On m'a laissée couchée pendant tout mon séjour sans kiné et j'ai au dos deux débuts d'escarre. Si une seule infirmière n'avait pas décidé de me conduire elle-màªme en radiologie pour passer l'échographie du foie, j'aurais sans doute continuer à  jeuner chaque jour après le petit déjeuner et jusqu'au dà®ner sans que cela émeuve le moins du monde les deux médecins et la surveillante du service. le médecin m'a même dit ""je ne vais tout de même pas harceler le service radiologie !"". Il préférait me priver de boire et de manger après le petit déjeuner jusqu'à  18h, idem pour la surveillante que pourtant ma famille avait relancé chaque jour sur cette question";0;0;1;0
La gentillesse et la patience sans faille du personnel aussi bien médecins, infirmières, aide-soignante que personnels de service.;1;0;0;0
Beaucoup de disponibilité du personnel soignant agréable et souriant.;0;0;1;0
Difficultés énorme au niveau du paiement, une caisse fermait à 15h30 heure de sortie de la consultation et la principale( pas indiquée) 2 personnes pour une heure de queue.<LF>Incroyable mais vrai;1;0;0;0
Ecoute, évaluation, proposition;0;1;0;0
service de consultation d'endocrinologie injoignable, il change de rendez vous avec un délaie de plus 9 mois inopinément. Ils ne répondent jamais au téléphone. Une catastrophe. Le médecin en revanche très<LF> correct.;0;0;1;0
l'état vieillissant des bà¢timents;0;0;1;0
Bonne réflexion avec le médecin sur la suite à envisager, car plusieurs options de traitement étaient possibles.;0;0;0;1
La gentillesse du docteur qui m'a reçu en consultation et des infirmiers.;0;0;1;1
La qualité des examens et des soins apportés ainsi que l'efficacité de prise en charge (peu de délais d'attente, etc...);0;0;0;1
Il était en bon petit soin avec les patients;0;0;0;1
Rien...;0;0;1;0
L'attente sur le plan administratif pour le règlement financier;0;0;1;0
je fais partie d'une étude sur le vieillissement du cerveau, c'est donc une consultation particulière.;0;0;0;1
Les explications du médecin;1;0;0;0
La qualité  des medecins;0;1;0;0
Heures de rdvs respectées. Pas d'attente aux caisses. Amabilité secrétaire. Médecin disponible et compétent.;0;0;1;0
Manque de lecture dans la salle d'attente ce qui me permettra à l'occasion<LF>de déposer quelques magazines.<LF>Encore un grand merci;0;0;1;0
par contre, mon cas étant <QT>anodin<QT>, mais je ne pouvais pas le savoir ! aucune écoute quant aux douleurs, aucune explication de pourquoi cette pathologie, les suites éventuelles etc... En fait, peut être ai-je mal été dirigée lors de ma prise de rdv;0;0;1;0
super personnel hospitallier dans son emsemble;1;0;1;0
Suis toujours  vivant;0;0;0;1
Prise RDV, acceuil assistante du medecin;0;0;1;0
Service très efficace;0;0;1;0
amabilité, disponibilité, bonne organisation;0;0;1;0
Ne pas hésiter à poser les questions qui préoccupent le patient. Les répertorier afin d'être concis et clair.;0;0;1;1
le programme du questionnaire n'est as tout à fait au point;0;0;1;0
L'efficacité et le professionnalisme des médecins et du personnel.;0;0;1;0
Pour la commande des repas,les aides-soignants font ce qu'ils veulent : y compris ne rien demander au patient ! Gênant quand le séjour est long.<LF>Ceux qui ne sont pas faits pour ces métiers.<LF>Que le personnel parle devant moi comme si je n'existais pas (problèmes au travail, retraite, coups de fils personnels..);1;0;0;0
Amabilité du personnels soignants;0;0;1;0
L'ensemble de ma consultation.;1;0;0;0
Très bonne écoute et bonne explication;0;1;0;0
Attente tres longue our les caisses , plus de temps passé a attendre qie la duree de la consultation meme;0;0;0;1
La qualité des repas;0;0;0;1
aucun element negatif;0;0;1;0
Ma carotide droite a été débouchée, c'est parfait. Je félicite chaudement le<LF>chirurgien.;0;0;1;0
Lors de ma rentrée aux urgences ma fille était hospitalisée au lit porte mais le médecin interne qui s'est occupée de ma fille le lendemain le 13/01 n'a pas su écouter mes inquiétudes qui ce sont révélées vrai car le lendemain ma fille était hospitalisée, je pense qu.il est important dans certaines situations d'écouter les parents d'enfants handicapés avec des syndromes difficile à gérer et pour ma part elle nàvait pas assez d'expérience sur la neuro pédiatrie et certaines choses m'on vraiment déplu concernant ce médecin interne pourtant je n'ai jamais été déçues car ma fille est souvent amener à aller aux urgences;0;0;0;1
J'ai déjà répondu à ce questionnaire lors de ma consultation le 25 février 2015<LF>Je pensais plutôt répondre à un questionnaire concernant mon intervention du 30 mars 2015;1;0;0;1
Tout s' est très bien passé lors de mon séjour en ambulatoire<LF>La prise en charge, l'accueil,  la chirurgie;0;0;0;1
Pour la sortie, j'ai dû rentrer en ambulance et j'ai trouvé que les ambulanciers manquaient de professionnalisme et je ne me suis pas sentie en sécurité pendant le trajet alors que j'étais sensée subir le moins de soubresaut possible dans le véhicule. De plus, malgré la demande des soignants, ils n'ont pas voulu s'arrêter aux admissions pour déposer mes papiers de sortie.;0;0;1;1
l'information sur la maladie, l'attention et le professionnalisme du medecin;0;1;0;0
Professionnalisme du médecin professeur;1;0;0;0
Le store de ma chambre était cassé et la nuit, les lumières de la rue m'ont gàªnées ce qui fait que je n'ai pas très bien dormi pendant mon séjour. Des réparations s'imposent. <LF>Quant aux repas, ils sont comme on s'y attend à  l'hôpital, pas très bons. Heureusement les entrées, fromages et desserts rattrapent un peu. Au petit déjeuner, je ne comprends pas comment on peut servir des boissons chaudes (café, chocolat) aussi mauvaises. Màªme un distributeur automatique fait de meilleures boissons.;0;0;1;0
Des patients sont d'une impatience inexplicable pour une attente un peu longue!;1;0;0;0
excellent acceuil du medecin;1;0;0;0
je suis satisfait de mon séjour .;0;0;1;0
Délai d'attente important;0;0;1;0
La disponibilité et la gentillesse du corps médical et infirmier;0;1;1;0
La disponibilité et le bon accueil du médecin et de ses assistants infirmiers et administatifs;0;0;1;0
Les équipes infirmières de nuits. <LF>Les repas et le calme des chambres notamment du à de trop nombreuses personnes admises à rendre visite l'après midi. Trop bruyant pour se reposer.;0;0;1;0
La gentillesse de l'ensemble du personnel;0;0;0;1
Je ne suis venue que le jour de mon opération le 25 novembre car impossible de me recevoir le jour d'avant.<LF>J'ai été angoissée mais le fait d'être en compagnie de ma fille le jour même était très positif et je n'ai pas douté un seul instant d'un problème au niveau hospitalier avec compréhension bien qu'à la nouvelle par téléphone je n'étais pas contente et très anxieuse;0;0;1;0
Globalement positif !;0;0;1;0
C'est un endroit et un médecin que je pourrai consulter en confiance.;0;0;1;1
hélas pas assez de personnel pour quarante patients.je l'ai ressenti.;0;0;0;1
Qualité médicale, attention du personnel.;0;1;1;0
une façon de me soigner plus adaptée;0;0;0;1
Personnel tres aimable, disponible et competent. Chambre individuelle et repas ok.;0;1;0;0
L'accueil à l'arrivée et l'efficacité et la compétRASence du médecin.;0;0;1;0
pas de respect du souhait de chambre seul.;0;1;0;0
je ne vois pas des choses négatifs , peut etre ça exite ? mais pour l'instance je ne vois pas .;1;0;0;0
les repas infecte chimique , bruit ? personnel non qualifier surtout en période de féte et de vacances .. violence le soir dans l'enceinte de l'hopitale droguer et manque de securite aussi pour le personel<LF>;0;0;0;1
Que c est le seul centre allergologie aussi pointu de la région parisienne et il fonctionne avec 50% des effectifs et que nous étions 5patients a avoir rdv a la même heure;1;0;0;1
Rien de particulier à signaler.;0;0;0;1
L'amabilité des travailleurs au service;0;0;1;0
La qualité de la prise en charge médicale;0;0;1;1
La bonne volonté des infirmières et aides soignants.;0;0;0;1
Qualité des soins ,amabilité ,écoute, de l'ensemble du personnel soigant . Ambiance agréable.;0;1;0;0
Pour cette première consultation, rien du tout.;0;0;1;0
Tapage nocturne d'un malade empêchant les patients de se reposer;0;0;1;0
le manque de compte rendu à remettre au médecin traitant. C'est dommage que ce ne soit pas systématique. Je ne suis pas passé en caisse parce qu'elle est situé trop loin du lieu de rendez vous.;0;0;1;1
L'absence d'un anesthésiste, devrai je plutôt dire l'absence de l'anesthésiste a fait que je n'ai pas effectué un examen. Car pour un grand hôpital comme le votre, grand à ete mon étonnement lorsque cette raison me fut donnée.;0;0;1;1
Ma pathologie n'a pas évolué et je me sens bien suivi par l'hopital;0;0;1;1
Toute la compétence du médecin et les explications claires concernant ma maladie;0;0;1;0
j'ai été surpris et peiné pour mon médecin dévoué et compétent de constater qu'un simple appareil déboucheur d'oreille était en panne <LF><LF>j'avais un problème d'oreille que je croyais très grave et ce n'était qu'un bouchon <LF>triste constatation dans une hôpital aussi moderne en 2016;0;0;1;1
FAIT PLUSIEURS ANNEES QUE JE CONSULTE  BEAUCOUP DE SERVICES TOMBES EN RUINES CES BIEN DOMMAGE DECOURAGEMENT DU PERSONNEL SOIGNANT<LF>PERSONNEL ADMINITRATIF PAS AIMABLE<LF>                         CORDIALEMENT;0;0;1;0
La gentillesse et la compétence du personnel médical.;1;0;1;0
Un medecin très à l'écoute, qui assure un suivi médical même en dehors de la consultation. Et est joignable à tout moment. Grand merci au docteur XX;0;0;1;0
1Â°) L'accueil avant la consultation est mal organisé <QT>bureau de deux personnes<QT> oà¹ on reste debout pendant les formalités.Peu de respect de la confidentialité. Donc, revoir l'organisation de cet accueil administratif.<LF><LF>2Â°) La suppression de la passation d'un champ visuel sur place est incompréhensible !;0;0;1;0
disponibilité et gentillesse et compétence des infirmieres et infirmiers<LF>ecoute des chirurgiens;0;0;0;1
Le manque de clarté sur ma médication. <LF>Comme par exemple le dosage, les effet secondaires qui devrait m amener à consulter etc..;0;0;1;1
l'efficacité de l'anesthésiste;0;1;0;0
La compétence et l'amabilité du Médecin qui m'a reçu<LF>L'amabilité du Personnel;0;0;1;0
service   tele;0;0;1;0
quelquefois le temps d'attente très long pour passer chez votre docteur , ce qui peut quand on travaille poser bien des problèmes !;0;0;1;0
On m'a sauvé la vie;1;0;1;0
Très bon accompagnement de l'équipe médicale et chirurgicale. Soutien, réconfort et bonne information quand à l'évolution de la santé.<LF>Bonne écoute pour la majeure partie de l'équipe d'infirmiere et aide soignante. Certaines étant particulièrement attentive à l'instauration d'une relation soignant soigné de cinfiance favorisant une liberté d'expression;0;0;0;1
Organisation de la consultation. Délai entre prise de rendez-vous et consultation très court.<LF>Accueil infirmier lors de la consultation très chaleureux.;0;0;1;0
Consultation périodique dans la cadre d'une étude....qui devrait permettre à la recherche médicale de progresser;0;0;1;0
gentillesse et efficacité de l'ensemble du personnel soignant.;0;0;1;0
Personnels (infirmières, médecins, brancardiers)  à l'écoute, toujours disponible,  autant dans le service où j'étais hospitalisée que le service où a lieu la radiothérapie;0;0;1;0
satisfaction de l'entretien entre le médecin et moi-meme.;0;1;0;0
Infirmières secrétaires médecins ... Très aimables et très à l'écoute.;0;0;1;0
C'est l'espace d'attente qui est lugubre et qu'il conviendrait d'égayer : lumière, couleur des murs, mobilier de couleur gaie...c'est important lorsqu'on a un cancer d'être reçu dans un environnement agréable qui vous fait aimer la vie;0;0;1;0
Très très bien, j'ai du mal à comprendre que les personnes se plaignent<LF>merci vraiment pour tout;0;1;0;0
MALGRÉ LA SURCHARGE DE TRAVAIL, LA GENTILLESSE ET L'ECOUTE DU MÉDECIN SONT RÉCONFORTANTS.;0;1;0;0
Pas de chambre individuelle disponible.<LF>Peu d'informations sur mon régime alimentaire après mon intervention;1;0;1;0
negetif sur les repas .qualite tres moyenne;0;0;1;0
L'accueil à la consultation et la grande disponibilité du médecin lors de la consultation. On en ressort en pleine confiance;0;0;0;1
Problèmes de communication entre les différents services<LF>Communication trop sommaire de la part des chirurgiens concernant : le geste opératoire pratiqué et les suites auprès du patient.;0;1;0;0
Consultation pour une infection mais malgré plusieurs examens on arrive pas à  trouver une solution.infection présente dans la prise de sang.;0;0;1;0
Chambre sans chauffage! Pas de couverture supplémentaire pour améliorer cet inconvénient (nuits du 11 au 12 et du 12 au 13 en mars!);0;0;0;1
Un accueil bienveillant de la part du médecin, une véritable prise en compte des symptome un bon accompagnement et le sentiment d'avoir frappe à la bonne porte;0;1;0;0
TOUT S'EST PARFAITEMENT PASSÉ;1;0;1;0
Les toillettes des patiens moin negliger<LF>Un peu plus de propreter dans les chambre <LF>Les repas à ameliorer <LF>MALHEURESEMENT LE MANQUES DE PERSONNELLES QUI FAIT DEFAUT.<LF>NOUS VOUS SOUTENONS DANS CADRES DE VOS REVENDICAION.;0;0;0;1
L'attente et la non prise en considération. Les médecins enchaînent les consultations,  sont pressés,n'expliquent rien. Le parcours de suivi : pas de dossier, pas de cohérence entre ce qui est dit par les uns et es autres.<LF>J'ai pleins de consultations comme des empilements. Nous sommes très pris en charge mais sans cohérence ni suivi. Moins de quantité et plus de qualitatif me semblerais judicieux.;0;0;1;0
L  'espoir de guerison;0;0;1;0
Accueil Chalereux du personnel très à l'écoute du patient  et sage femme très douce;0;1;0;0
temps d'attente très long dans un COULOIR !!<LF>une honte !!!<LF>médecins ou prétendus médecins incompétents(conférer roland Gori la fabrique des imposteurs) !!<LF>on a l'impression de déranger un médecin quand on consulte !!!<LF>Mettre désormais sur la porte avec leurs noms : <QT>NE PAS DÉRANGER<QT> <LF>ce sont des rentiers de l'assurance maladie !!<LF>à quand une véritable évaluation et un véritable contrôle avec les correctifs qui s'imposent !!;0;0;0;1
Il n'y avait pas assez de chaises dans le couloir d'attente et nous avons pris une chaise seule qui se trouvait dans le couloir plus loin. Une dame de l'accueil consultation nous a violemment réprimandés nous indiquant que nous n'avions pas le droit de prendre cette chaise(pourquoi???). Je suis atteinte de Parkinson et j'avais besoin de m'asseoir...;0;1;0;0
- cerbères à l'entrée de l'hopital<LF>-attente de 3 heures pour une biopsie sous echo;0;1;0;0
Peu d'attente;0;1;0;0
Difficulte aux proches de rentre en voiture pour le jour de la sortie du patient;0;0;1;0
Difficulté d'orientation au sein de la structure de l'hôpital. Manque panneaux d'orientation, marquage au sol, luminaire ( casse tête pour trouver le pharmacie;0;1;1;0
sympat et merci  ceux qui nous soyents c est trops dur pour eux manque d hommes<LF>pour aides les infrmmierre;0;1;0;0
La très mauvaise qualité des lits ne permettant pas de se reposer et donnant des maux de dos à en pleurer surtout quand on sort d'une grosse opération chirurgicale.<LF>Le manque de bouteilles d'eau pour les transplantés au point que ce sont les infirmières qui ont du en acheter, que ce soit en réanimation ou chirurgie.<LF>La légèreté de certaines aide-soigantes qui ne savent pas ce qu'on a et qui forcent à se lever ou à aller à la douche alors qu'on en est incapable, ce qui entraîne un malaise.<LF>Le matériel de mauvaise qualité qui fait que les perfusions lâchent d'un coup, les pieds à perf qui sont intransportables. Il manque parfois d'oreiller ou de taies...;0;0;1;0
Risque de chute dans la salle de bains(sol glissant- mise à disposition d'un drap à poser au sol à cet effet, mais celui-ci peut également faire chuter une personne qui manque d'équilibre.);0;1;0;0
entrée dimanche après-midi accueil désert aucune information<LF>parfois discordance entre les informations donnés par les internes et le chirurgien<LF>médicaments à prendre toutes les 6 heures en cas de douleurs non anticipé certaine fois;0;0;1;0
<LF>Locaux peu apréables;1;0;0;0
gentillesse du personnel et disponibilité;0;0;1;0
L'organisation du temps: convoqué à 16h le vendredi, la chambre n'est pas prête<SEP> ensuite jusqu'à 19 h personne ne vient s'occuper du lancement des soins. Pour la sortie aussi on perds toute la matinée du lundi à attendre la signature des papiers.;1;0;0;0
Bon acceuil avec le médecin;1;0;0;0
en attente de resultat;0;0;1;0
Attente administrative (à l'accueil puis aux caisses) même si pas affreusement longue au final.;0;0;0;1
medecin, infirmier et aide soignant au top;0;0;0;1
le neurochirurgien m'a proposé une technique pour diminuer ma douleur et que personne ne m'avait proposé depuis 11 ans que cette douleur à  part les éternels médicaments qui ne me soulageaient pas du tout.;0;0;1;0
Rien puisque nous sommes satisfaits.;0;0;0;1
l'excellent accueil , l'effet rassurant;0;1;0;0
Grande qualité du médecin qui m'a reçue;0;0;1;1
La salle de réveil est plus stressante que <QT>reposante<QT>. Un vrai hall de gare avec beaucoup de bruit, de passage et des brancards qui sont très inconfortables et qui donnent très mal au dos.;0;0;1;1
Chirurgien et personnel très présent et attentif.;0;0;1;1
Les chirurgiens etaient exellents et les infirmiers et les aides soignante de nuit aussi;0;0;1;1
prise en compte médicale et explications concernant l'intervention tout à fait satisafaisantes;0;0;1;0
je suis bien suivi par mon médecin uniquement sur la maladie que je suis venue à l'origine;0;0;0;1
Les explications;1;0;1;0
professionnalisme,compétence,écoute,amabilité;1;0;0;0
la disponibilité post opératoire du médecin pour le recueil des informations concernant l'hospitalisation de son enfant + le long délai d'attente pour signer la sortie;0;0;1;0
Obligation de revenir 3 mois de suite pour avoir les médicaments.<LF>Possibilité de participer à un essai thérapeutique mais pendant l'été et retour du lieu de vacances non pris en charge.<LF>;0;0;1;0
medecin et personnel du service efficaces;0;0;0;1
On ne se repose pas à l'hôpital;0;0;1;0
Le gentilesse des inferermieres......<LF>Chambre nickel;0;0;0;1
La gentillesse du médecin;1;0;0;0
------;0;0;1;0
Plus de personnes à l'accueil. Ma présence a été plus rapidement signalée que la fois précédente.<LF>Médecin toujours très à l'écoute, prodiguant des conseils en fonction de mes difficultés.;1;0;0;0
Un accueil et une écoute parfaite de la part du médecin.;0;1;0;0
l attente le manque d information a ce sujet l affichage;1;0;0;0
Relativement peu d'attente;1;1;0;0
J ai obtenu un RDV assez rapidement.;0;0;0;1
trop longue attente en salle de réveil 3h30!!!;0;1;0;0
Pas de problème .;0;0;1;1
Absence de chaleur et d'accueil;0;0;1;0
Totale confiance dans le chirurgien .....<LF>A l'écoute et attentif;0;1;0;0
L'accueil téléphonique pour la prise de rendez vous est très catastrophique.<LF>Aucune gentillesse ni d'humanité.<LF>Personnel blasé peu accueillant et peu à  l'écoute;0;0;1;0
Les repas sont vraiment mauvais. Il faut faire qq chose. Par exemple, hospitalisé pendant la canicule, il faudrait prévoir des salades composées.;0;0;1;0
accueil du service de chirurgie ambulatoire;1;0;1;0
Très bon accueil et très bonnes explications;0;0;0;1
Il est totalement impossible de contacter le service par téléphone afin d'obtenir un renseignement ou un rendez-vous.<LF><LF>J'ai appelé quasiment tous les jours (jours de la semaine)et plusieurs fois par jour l'accueil du service génétique de la pitié, de la fin du mois de décembre 2015 au mois de mars 2016. Je ne pouvais malheureusement pas m'absenter aux heures d'ouverture de l'accueil.<LF><LF>Au bout de 3 mois, j'ai finalement pris une plus longue pause déjeuner afin de pouvoir y aller. J'ai eu beaucoup de mal à trouver le service, car il avait déménagé à plusieurs reprises de bâtiment. Pour finalement atterrir au service de réeducation physique.<LF><LF>Toutes les personnes travaillant à la pitié, et à qui j'ai demandé mon chemin n'avait pas non plus l'information.<LF><LF>Une fois arrivée dans le bon bâtiment, l'accueil était fermé de 12h à 14h...j'ai donc dû repartir car je devais retourner au travail.<LF>Le lendemain, j'ai décalé ma pause déjeuner et il n'y avait personne de disponible à l'accueil pourtant ouverte.<LF>Une infirmière qui m'a vu chercher la personne de l'accueil, m'a dit qu'elle ne savait pas où elle était, mais m'a au moins indiquée qu'il fallait que je rédige un courrier à destination des médecins qui seront chargés d'étudier mon dossier pour une éventuelle prise de rdv.<LF><LF>Enfin le 3ème jour, j'ai enfin vu la personne en charge de l'accueil, qui m'a laissée attendre devant son bureau pendant 5 ou 10 minutes, pendant qu'elle avait une conversation d'ordre privé avec une de ses collègues.<LF>Heureusement et grâce à l'infirmière du 2ème jour, j'avais déjà préparé ce courrier, si non, la personne de l'accueil m'a indiquée que j'aurais dû revenir et lui fournir ce courrier pour qu'elle puisse ensuite le transmettre.<LF><LF>Au bout de ces 3 mois d'appels téléphoniques dans le vide...et de ces 3 allers-retours à l'hôpital, j'ai enfin pu obtenir un rendez-vous par courrier.<LF><LF>Le temps perdu à essayer de les contacter est intolérable et le manque de considération de la personne à l'accueil est choquant.<LF>Heureusement que tout le reste du personne auquel j'ai eu à faire était d'un professionnalisme irréprochable et d'une extrême gentillesse.<LF><LF>Si l'accueil n'est pas efficace et ne sait pas répondre au téléphone malgré des appels quotidiens.. évitez de mettre le numéro sur le site internet, ça ne sert à rien.;0;0;1;0
le fait de rester hospitaliser dans l'attente uniquement de résultats d'analyses.;0;0;1;1
Très bonne équipe (jour comme nuit) au service maxillo-facial. Ce qui n'était pas le cas il y a 2 ans. Comme quoi, l'équipe soignante a un impact sur le moral des hospitalisés.;0;0;1;1
Courage;0;1;0;0
Précautions apportées quant aux diagnostic éventuel et impacts sur le patient et sur son entourage familial.;0;0;1;1
Il n'y a qu'un seul endroit de cafétéria dans un unique bâtiment et il serait utile d'en ouvrir quele autres au sein des différents bâtiments.;0;0;1;0
La prise en charge médicale a été parfaitement adaptée, avec de la gentillesse et l'écoute de la part du médecin.;0;0;1;0
pas grand chose que je  savait déjà je pensait que la recherche aurait evoluer.elle na pas avancée.Mercie;0;0;1;0
Une vraie écoute ce qui est de plus en en rare aujourd'hui;0;0;0;1
L'écoute du médecin;1;0;1;1
diagnostic a ete fait correctement;0;1;0;0
Je me rends régulièrement dans cet hôpital car suivie par 3 services différents.<LF>Sauf à ma dernière hospitalisation pour examens, l'accueil est toujours agréable et bienveillant. Mes consultations dans le service de pathologies du sommeil sont toujours ponctuelles, rapides mais jamais bâclées et très agréables;0;0;0;1
la chambre individuelle tres confortable;0;1;0;0
rizn;0;0;0;1
Les chambres ne sont pas adaptés pour que les parents puissent se reposer toute en s'occupent de leurs enfants;0;0;1;0
un service REA efficace;0;1;0;0
amabilité du médecin et réactivité de son assistante;0;0;1;0
Rien, mes impots payent ce service et j'en suis fier.;1;0;0;0
Nombreux personnel administratif mais pas pour autant aimable et disponible;0;0;0;1
Délai d'attente avant cette 1ere consultation qui fut de 7 mois + délai d'attente de 8 mois pour avoir les futurs résultats en 2eme consultation soit en janvier 2017. Et pendant tout ce temps là , mon bras me fait souffrir. Nous sommes au niveau des pays en voie de développement.;0;0;1;1
Compétence,de l'attention,ensemble satisfaisant éfficacité;0;0;1;0
Bonne prise en charge par le personnel (notamment infirmières et chirurgiens) un peu moins au niveau des aides soignant(e)s;0;0;0;1
Mes questions et interrogations ont été prises en compte.;0;0;1;0
Impression d'être dans un lieu de compétences;0;0;0;1
La gentillesse du personnelle;1;0;0;0
J'ai pratiqué les EFR.;0;0;0;1
<LF>     tres mauvaise organisation et grande attente aux caisses;1;0;0;0
Une ifiltration récente de corticoide pourtant signalée à l'entrée a faussé les dosages de Cortisol. Près de trois mois après l'Hopital de jour, je n'ai pas tous les résultats définitifs;0;0;1;0
Difficulté de suivi par mail comme cela m'avait été demandé. Beaucoup d'attente aux consultations;0;0;0;1
Domage que les personnes véhiculées pour venir vous chercher ne puissent pas rentrer dans l'établissement!;0;0;1;0
geniillesse et professionnalisme du personnel;0;1;0;0
L'attitude extrêment hostile du personnel soignant.<LF>Je suis moi-même infirmier et honnêtement je n'ai jamais traité un patient en souffrance avec autant de mépris et d'indifférence !! <LF>J'ai été obligé de leur rappeler leurs obligations pour qu'ils me donnent des anti-douleurs efficaces.<LF>Je hurlais et apparemment le personnel  avait mieux à faire.<LF>Je suis très déçu de mon hospitalisation.;0;0;1;0
pas vraiment de salle d'attente, des sièges dans un couloir. Mais dans la mesure où je n'ai pas attendu longtemps, cela ne m'a pas dérangé.;0;1;0;0
Des aides soignantes disponibles et souriantes.;0;1;0;0
Pas de chauffage dans la chambre;0;0;1;0
Mauvaises indications administratives et de localisation.;0;1;0;0
L'aile de Tenon dans laquelle est installée le service dermato est en ruine.<LF>On se croirait dans le film Shining quand on monte les escaliers. L'ascenseur sert de monte charge et est dégoutant...;0;0;0;1
une salle d'attente serait préférable au lieu d'avoir des sièges face à  l'accueil !!!et pour la confidententialité ce serait mieux !!!!;0;0;1;0
Oubli de prescription mais étant donné que c'est un suivi de grossesse j'ai Rdv le mois prochain. Diagnostic sur une douleur qui n'était pas clair.;0;1;0;0
L ecoute du medecin a ma maladie et les solutions données;0;0;1;0
Les repas ne sont pas attractifs et c'est très dommage en nutrition!;0;0;1;1
l' aùabilitze de tous;0;1;0;0
ce que je pourrais trouver de négatif c'est le manque d'information su les avancées des recherches sur la maladie de Parkinson. J'ai un protocole avec le Canada, la non plus rien sur leurs recherches je sais que ce n'ai pas les prises de sang effectuées <LF>que l'on doit pas me donner des résultats mais il y a bien des avancées ? cela serait rassurant pour les malades atteints de cette saloperie de maladie. Enfin gardons une lueur d'espoir. une réponse serait la bien venue cordialement;0;0;0;1
Pas facile de se garer.il faudrait une carte d une journee pour les personnes qui ont un rdv;0;0;0;1
NE PAS AVOIR VU LE CHIRURGIEN AVANT L'OPéRATION NI APRES D'Ailleurs/repas mauvais;0;0;0;1
Le professionnalisme des infirmières;0;0;1;1
nean;0;0;1;0
Je suis rassuré pour mon suvi médical;0;1;0;0
Une réelle amabilité et une vraie écoute du personnel soignant. Ils ont tout fait pour éviter la souffrance. Vraiment très bons professionnels et méritants.;0;0;0;1
Le déjeuner : infect et c'est peu de le dire.;1;0;0;0
Consultation médicale de qualité;0;0;1;0
la 1ère semaine.<LF>Des examens complémentaires non prévus initialement.<LF>Les horaires de visite.;0;0;0;1
Le personnel et les Médecin sons très a l écoute du malade;0;0;1;0
la prise en compte de mon état général;0;0;1;1
GENTILLESSE DU MEDECIN;1;0;0;0
très bonne prise en charge par le médecin d'urologie. Information détaillée de ce qui avait été fait et sur la suite des soins à  réaliser;0;0;1;0
le fait qu'il n'y ait plus de ticket pour organiser la file d'attente au centre d'encaissement.;0;0;0;1
Infirmières très présentes<LF>Efficacité de l'organisation;0;0;0;1
l'excellente compétence du neurochirurgien qui m'a opéré;0;1;0;0
personnel à  l'écoute. Grand professionnalisme.;0;0;1;0
saleté des locaux,délabrement de la chambre : peinture écaillée sur les radiateurs, vmc bouchées par la poussière et la saleté, réhausseur de toilettes très sale, vmc toilettes enlevée et non remplacée avec poussière et autres saletés qui tombent, fenàªtres calfeutrées avec des couches pour limiter l'entrée d'air (j'ai eu froid toute la nuit car le vent entre dans la chambre) en résumé UN QUALITE D'HEBERGEMENT DEPLORABLE ! hôpital à  recommander pour la qualité des prestations médicales mais surtout pas pour l'hébergement !;0;1;0;0
Sincèrement pas!;0;0;0;1
